UID,Input to test,Input to Entity Uder Test,Output,Message Under test,Test Name,Description,Entity under test,Requirement,Requirement Source,Profile,Reference OAuch,Reference OpenID Connect Conformance Profiles v3.0,Note,Comments
TA-Entity Statement response RP-metadata-value,"In order to check the compliance of a metadata policy issued by the TA, an entity statement for an RP must be fetched in the TA's fetch endpoint. Once obtained the entity statement, the metadata_policy parameter is taken and the presence of the id_token_encrypted_response_alg parameter inside the openid_relying_party type is checked. The key 'subset_of' must not contain the value ['RSA_1_5']","Trigger In order to check the compliance of a metadata policy issued by the TA, an entity statement for an RP must be fetched in the TA's fetch endpoint. Once obtained the entity statement, the metadata_policy parameter is taken and the presence of the id_token_encrypted_response_alg parameter inside the openid_relying_party type is checked. The key 'subset_of' must not contain the value ['RSA_1_5']","Compliant if the id_token_encrypted_response_alg parameter is present in the openid_relying_party type and the key 'subset_of' does not contain the value ['RSA_1_5'], not compliant if present",Entity Statement response RP,Does the TA's metadata policy for an RP contain not valid values for the id_token_encrypted_response_alg parameter,"In order to check the compliance of a metadata policy issued by the TA, an entity statement for an RP must be fetched in the TA's fetch endpoint. Once obtained the entity statement, the metadata_policy parameter is taken and the presence of the id_token_encrypted_response_alg parameter inside the openid_relying_party type is checked. The key 'subset_of' must not contain the value ['RSA_1_5']",TA,The id_token_encrypted_response_alg claim MUST be considered in the metadata parameter of type 'openid_relying_party' within the policy that the TA establishes for an RP,SPID_CIE_OIDC#TA-Metadata-Policy-for-RP; https://docs.italia.it/italia/spid/spid-cie-oidc-docs/it/versione-corrente/entity_statement.html#metadata-policy,OIDC Federation,,,,
TA-Entity Statement response RP-metadata-value,"In order to check the compliance of a metadata policy issued by the TA, an entity statement for an RP must be fetched in the TA's fetch endpoint. Once obtained the entity statement, the metadata_policy parameter is taken and the presence of the id_token_signed_response_alg parameter inside the openid_relying_party type is checked. The key 'subset_of' must not contain the values ['none', 'HS256', 'HS384', 'HS512']","Trigger In order to check the compliance of a metadata policy issued by the TA, an entity statement for an RP must be fetched in the TA's fetch endpoint. Once obtained the entity statement, the metadata_policy parameter is taken and the presence of the id_token_signed_response_alg parameter inside the openid_relying_party type is checked. The key 'subset_of' must not contain the values ['none', 'HS256', 'HS384', 'HS512']","Compliant if the value of id_token_signed_response_alg parameter is present in the openid_relying_party type and the key 'subset_of' does not contain the values ['none', 'HS256', 'HS384', 'HS512'], not compliant if present",Entity Statement response RP,Does the TA's metadata policy for an RP contain not valid values for the id_token_signed_response_alg parameter,"In order to check the compliance of a metadata policy issued by the TA, an entity statement for an RP must be fetched in the TA's fetch endpoint. Once obtained the entity statement, the metadata_policy parameter is taken and the presence of the id_token_signed_response_alg parameter inside the openid_relying_party type is checked. The key 'subset_of' must not contain the values ['none', 'HS256', 'HS384', 'HS512']",TA,The id_token_signed_response_alg claim MUST be considered in the metadata parameter of type 'openid_relying_party' within the policy that the TA establishes for an RP,SPID_CIE_OIDC#TA-Metadata-Policy-for-RP; https://docs.italia.it/italia/spid/spid-cie-oidc-docs/it/versione-corrente/entity_statement.html#metadata-policy,OIDC Federation,,,,
TA-Entity Statement response RP-metadata-value,"In order to check the compliance of a metadata policy issued by the TA, an entity statement for an RP must be fetched in the TA's fetch endpoint. Once obtained the entity statement, the metadata_policy parameter is taken and the presence of the userinfo_encrypted_response_alg parameter inside the openid_relying_party type is checked. The key 'subset_of' must not contain the value ['RSA_1_5']","Trigger In order to check the compliance of a metadata policy issued by the TA, an entity statement for an RP must be fetched in the TA's fetch endpoint. Once obtained the entity statement, the metadata_policy parameter is taken and the presence of the userinfo_encrypted_response_alg parameter inside the openid_relying_party type is checked. The key 'subset_of' must not contain the value ['RSA_1_5']","Compliant if the userinfo_encrypted_response_alg parameter is present in the openid_relying_party type and the key 'subset_of' does not contain the value ['RSA_1_5'], not compliant otherwise",Entity Statement response RP,Does the TA's metadata policy for an RP contain not valid values for the userinfo_encrypted_response_alg parameter,"In order to check the compliance of a metadata policy issued by the TA, an entity statement for an RP must be fetched in the TA's fetch endpoint. Once obtained the entity statement, the metadata_policy parameter is taken and the presence of the userinfo_encrypted_response_alg parameter inside the openid_relying_party type is checked. The key 'subset_of' must not contain the value ['RSA_1_5']",TA,The userinfo_encrypted_response_alg claim MUST be considered in the metadata parameter of type 'openid_relying_party' within the policy that the TA establishes for an RP,SPID_CIE_OIDC#TA-Metadata-Policy-for-RP; https://docs.italia.it/italia/spid/spid-cie-oidc-docs/it/versione-corrente/entity_statement.html#metadata-policy,OIDC Federation,,,,
TA-Entity Statement response RP-metadata-value,"In order to check the compliance of a metadata policy issued by the TA, an entity statement for an RP must be fetched in the TA's fetch endpoint. Once obtained the entity statement, the metadata_policy parameter is taken and the presence of the userinfo_signed_response_alg parameter inside the openid_relying_party type is checked. The key 'subset_of' must not contain the values ['none', 'HS256', 'HS384', 'HS512']","Trigger In order to check the compliance of a metadata policy issued by the TA, an entity statement for an RP must be fetched in the TA's fetch endpoint. Once obtained the entity statement, the metadata_policy parameter is taken and the presence of the userinfo_signed_response_alg parameter inside the openid_relying_party type is checked. The key 'subset_of' must not contain the values ['none', 'HS256', 'HS384', 'HS512']","Compliant if the userinfo_signed_response_alg parameter is present in the openid_relying_party type and the key 'subset_of' does not contain ['none', 'HS256', 'HS384', 'HS512'], not compliant otherwise",Entity Statement response RP,Does the TA's metadata policy for an RP contain not valid values in the userinfo_signed_response_alg parameter,"In order to check the compliance of a metadata policy issued by the TA, an entity statement for an RP must be fetched in the TA's fetch endpoint. Once obtained the entity statement, the metadata_policy parameter is taken and the presence of the userinfo_signed_response_alg parameter inside the openid_relying_party type is checked. The key 'subset_of' must not contain the values ['none', 'HS256', 'HS384', 'HS512']",TA,The userinfo_signed_response_alg claim MUST be considered in the metadata parameter of type 'openid_relying_party' within the policy that the TA establishes for an RP,SPID_CIE_OIDC#TA-Metadata-Policy-for-RP; https://docs.italia.it/italia/spid/spid-cie-oidc-docs/it/versione-corrente/entity_statement.html#metadata-policy,OIDC Federation,,,,
TA-Entity Statement response SA-metadata-value,"In order to check the compliance of a metadata policy issued by the TA, an entity statement for an SA must be fetched in the TA's fetch endpoint. Once obtained the entity statement, the metadata_policy parameter is taken and the presence of the id_token_encrypted_response_alg parameter inside the intermediary type is checked. The key 'subset_of' must not contain the value ['RSA_1_5']","Trigger In order to check the compliance of a metadata policy issued by the TA, an entity statement for an SA must be fetched in the TA's fetch endpoint. Once obtained the entity statement, the metadata_policy parameter is taken and the presence of the id_token_encrypted_response_alg parameter inside the intermediary type is checked. The key 'subset_of' must not contain the value ['RSA_1_5']","Compliant if the id_token_encrypted_response_alg parameter is present in the intermediary type and the key 'subset_of' does not contain the value ['RSA_1_5'], not compliant otherwise",Entity Statement response SA,Does the TA's metadata policy for an SA contain not valid value for the id_token_encrypted_response_alg parameter,"In order to check the compliance of a metadata policy issued by the TA, an entity statement for an SA must be fetched in the TA's fetch endpoint. Once obtained the entity statement, the metadata_policy parameter is taken and the presence of the id_token_encrypted_response_alg parameter inside the intermediary type is checked. The key 'subset_of' must not contain the value ['RSA_1_5']",TA,The id_token_encrypted_response_alg claim MUST be considered in the metadata parameter of type 'openid_relying_party' within the policy that the TA establishes for an SA,SPID_CIE_OIDC#TA-Metadata-Policy-for-SA; https://docs.italia.it/italia/spid/spid-cie-oidc-docs/it/versione-corrente/entity_statement.html#metadata-policy,OIDC Federation,,,,
TA-Entity Statement response SA-metadata-value,"In order to check the compliance of a metadata policy issued by the TA, an entity statement for an SA must be fetched in the TA's fetch endpoint. Once obtained the entity statement, the metadata_policy parameter is taken and the presence of the id_token_signed_response_alg parameter inside the intermediary type is checked. The key 'subset_of' must not contain the values ['none', 'HS256', 'HS384', 'HS512']","Trigger In order to check the compliance of a metadata policy issued by the TA, an entity statement for an SA must be fetched in the TA's fetch endpoint. Once obtained the entity statement, the metadata_policy parameter is taken and the presence of the id_token_signed_response_alg parameter inside the intermediary type is checked. The key 'subset_of' must not contain the values ['none', 'HS256', 'HS384', 'HS512']","Compliant if the id_token_signed_response_alg parameter is present in the intermediary type and the key 'subset_of' does not contain the values ['none', 'HS256', 'HS384', 'HS512'], not Compliant otherwise",Entity Statement response SA,Does the TA's metadata policy for an SA contain not valid values for the id_token_signed_response_alg parameter,"In order to check the compliance of a metadata policy issued by the TA, an entity statement for an SA must be fetched in the TA's fetch endpoint. Once obtained the entity statement, the metadata_policy parameter is taken and the presence of the id_token_signed_response_alg parameter inside the intermediary type is checked. The key 'subset_of' must not contain the values ['none', 'HS256', 'HS384', 'HS512']",TA,The id_token_signed_response_alg claim MUST be considered in the metadata parameter of type 'openid_relying_party' within the policy that the TA establishes for an SA,SPID_CIE_OIDC#TA-Metadata-Policy-for-SA; https://docs.italia.it/italia/spid/spid-cie-oidc-docs/it/versione-corrente/entity_statement.html#metadata-policy,OIDC Federation,,,,
TA-Entity Statement response SA-metadata-value,"In order to check the compliance of a metadata policy issued by the TA, an entity statement for an SA must be fetched in the TA's fetch endpoint. Once obtained the entity statement, the metadata_policy parameter is taken and the presence of the userinfo_encrypted_response_alg parameter inside the intermediary type is checked. The key 'subset_of' must not contain the value ['RSA_1_5']","Trigger In order to check the compliance of a metadata policy issued by the TA, an entity statement for an SA must be fetched in the TA's fetch endpoint. Once obtained the entity statement, the metadata_policy parameter is taken and the presence of the userinfo_encrypted_response_alg parameter inside the intermediary type is checked. The key 'subset_of' must not contain the value ['RSA_1_5']","Compliant if the userinfo_encrypted_response_alg parameter is present in the intermediary type and the key 'subset_of' does not contain the value ['RSA_1_5'], not compliant otherwise",Entity Statement response SA,Does the TA's metadata policy for an SA contain not valid values for the userinfo_encrypted_response_alg parameter,"In order to check the compliance of a metadata policy issued by the TA, an entity statement for an SA must be fetched in the TA's fetch endpoint. Once obtained the entity statement, the metadata_policy parameter is taken and the presence of the userinfo_encrypted_response_alg parameter inside the intermediary type is checked. The key 'subset_of' must not contain the value ['RSA_1_5']",TA,The userinfo_encrypted_response_alg claim MUST be considered in the metadata parameter of type 'openid_relying_party' within the policy that the TA establishes for an SA,SPID_CIE_OIDC#TA-Metadata-Policy-for-SA; https://docs.italia.it/italia/spid/spid-cie-oidc-docs/it/versione-corrente/entity_statement.html#metadata-policy,OIDC Federation,,,,
TA-Entity Statement response SA-metadata-value,"In order to check the compliance of a metadata policy issued by the TA, an entity statement for an SA must be fetched in the TA's fetch endpoint. Once obtained the entity statement, the metadata_policy parameter is taken and the presence of the userinfo_signed_response_alg parameter inside the intermediary type is checked. The key 'subset_of' must not contain the values ['none', 'HS256', 'HS384', 'HS512']","Trigger In order to check the compliance of a metadata policy issued by the TA, an entity statement for an SA must be fetched in the TA's fetch endpoint. Once obtained the entity statement, the metadata_policy parameter is taken and the presence of the userinfo_signed_response_alg parameter inside the intermediary type is checked. The key 'subset_of' must not contain the values ['none', 'HS256', 'HS384', 'HS512']","Compliant if the userinfo_signed_response_alg parameter is present in the intermediary type and the key 'subset_of' does not contain the values ['none', 'HS256', 'HS384', 'HS512'], not compliant otherwise",Entity Statement response SA,Does the TA's metadata policy for an SA contain not valid values for the userinfo_signed_response_alg parameter,"In order to check the compliance of a metadata policy issued by the TA, an entity statement for an SA must be fetched in the TA's fetch endpoint. Once obtained the entity statement, the metadata_policy parameter is taken and the presence of the userinfo_signed_response_alg parameter inside the intermediary type is checked. The key 'subset_of' must not contain the values ['none', 'HS256', 'HS384', 'HS512']",TA,The userinfo_signed_response_alg claim MUST be considered in the metadata parameter of type 'openid_relying_party' within the policy that the TA establishes for an SA,SPID_CIE_OIDC#TA-Metadata-Policy-for-SA; https://docs.italia.it/italia/spid/spid-cie-oidc-docs/it/versione-corrente/entity_statement.html#metadata-policy,OIDC Federation,,,,
RP-Authentication request-metadata-value,"In this test the Authentication Request is taken and the alg parameter in the JWT Header is checked. If it corresponds to a symmetric algorithm or it is none, than the RP is not compliant with the specifications.","Trigger In this test the Authentication Request is taken and the alg parameter in the JWT Header is checked. If it corresponds to a symmetric algorithm or it is none, than the RP is not compliant with the specifications.","Compliant if the JWT Header of the request parameter contains the alg parameter and its value does not corresponds to one among ['none', 'HS256', 'HS384', 'HS512'], not Compliant otherwise",Authentication request,Does the RP use an asymmetric algorithm to sign the JWT in the request parameter of the Authentication Request,"In this test the Authentication Request is taken and the alg parameter in the JWT Header is checked. If it corresponds to a symmetric algorithm or it is none, than the RP is not compliant with the specifications.",RP,"The JWT Header of the request parameter in the Authentication Request must contain the 'alg' parameter, it must be set to one of the supported values for the OP metadata and must not be 'none' or a symmetric algorithm (MAC).",SPID_CIE_OIDC; https://docs.italia.it/italia/spid/spid-cie-oidc-docs/it/versione-corrente/authorization_endpoint.html#request,OIDC Core,,,"If it is not an alg supported by the OP, than it cannot verify the signature and there are 3 cases: 1. It is a algorithm not supported and the OP even trying to use the correct RP's public key cannot decrypt it, or
2. It is a symmetric algorithm and the public key of the RP won't decrypt the signature
3. It is a symmetric algorithm and the public key of the RP is the correct key used to encrypt it
In the first 2 cases the parameter is meaningless because the OP won't be able to decrypt the signature, in the latter we cannot rely on the secrecy of the process. The only interesting case is the third one",
AA-Entity Configuration response-metadata-value,"To accomplish this test, the Entity configuration of the AA is taken, the payload is decoded (Base64 encoding) and the presence of the trust_marks parameter is checked.","Trigger To accomplish this test, the Entity configuration of the AA is taken, the payload is decoded (Base64 encoding) and the presence of the trust_marks parameter is checked.","Compliant if the trust_marks parameter is present, not compliant otherwise",Entity Configuration response,Does the AA's entity configuration contain the trust_marks parameter,"To accomplish this test, the Entity configuration of the AA is taken, the payload is decoded (Base64 encoding) and the presence of the trust_marks parameter is checked.",AA,Leaf and intermediate entities' Entity Configuration must have the 'authority_hints' and 'trust_marks' parameters,SPID_CIE_OIDC#Entity-Configuration; https://docs.italia.it/italia/spid/spid-cie-oidc-docs/it/versione-corrente/entity_configuration.html#entity-configuration-foglia-e-intermediari,OIDC Federation,,,,
AA-Entity Configuration response-metadata-value,"To accomplish this test, the Entity configuration of the AA is taken, the payload is decoded (Base64 encoding) and the type of the trust_marks parameter is checked. It must be an array","Trigger To accomplish this test, the Entity configuration of the AA is taken, the payload is decoded (Base64 encoding) and the type of the trust_marks parameter is checked. It must be an array","Compliant if the trust_marks parameter present in the payload is a JSON array, not compliant otherwise",Entity Configuration response,Does the AA's entity configuration contain a correct trust_marks parameter,"To accomplish this test, the Entity configuration of the AA is taken, the payload is decoded (Base64 encoding) and the type of the trust_marks parameter is checked. It must be an array",AA,Leaf and intermediate entities' Entity Configuration must have the 'authority_hints' and 'trust_marks' parameters,SPID_CIE_OIDC#Entity-Configuration; https://docs.italia.it/italia/spid/spid-cie-oidc-docs/it/versione-corrente/entity_configuration.html#entity-configuration-foglia-e-intermediari,OIDC Federation,,,,
ALL-Entity Configuration response-metadata-value,"To accomplish this test, the Entity configuration of the interested entity is taken, the payload is decoded (Base64 encoding) and the presence of the exp parameter is checked","Trigger To accomplish this test, the Entity configuration of the interested entity is taken, the payload is decoded (Base64 encoding) and the presence of the exp parameter is checked","Compliant if the exp parameter is present, not compliant otherwise",Entity Configuration response,Does entity configuration contain the exp parameter,"To accomplish this test, the Entity configuration of the interested entity is taken, the payload is decoded (Base64 encoding) and the presence of the exp parameter is checked",ALL,The exp parameter is required in the Entity Configuration of all the entities,SPID_CIE_OIDC#Entity-Configuration; https://docs.italia.it/italia/spid/spid-cie-oidc-docs/it/versione-corrente/entity_configuration.html#entity-configuration-claim-comuni,OIDC Federation,,,,
ALL-Entity Configuration response-metadata-value,"To accomplish this test, the Entity configuration of the interested entity is taken, the payload is decoded (Base64 encoding) and the presence of the exp parameter is checked","Trigger To accomplish this test, the Entity configuration of the interested entity is taken, the payload is decoded (Base64 encoding) and the presence of the exp parameter is checked","Compliant if the exp parameter is timestamp, not compliant otherwise",Entity Configuration response,Does entity configuration contain a correct exp parameter,"To accomplish this test, the Entity configuration of the interested entity is taken, the payload is decoded (Base64 encoding) and the presence of the exp parameter is checked",ALL,The exp parameter is required in the Entity Configuration of all the entities,SPID_CIE_OIDC#Entity-Configuration; https://docs.italia.it/italia/spid/spid-cie-oidc-docs/it/versione-corrente/entity_configuration.html#entity-configuration-claim-comuni,OIDC Federation,,,,
ALL-Entity Configuration response-metadata-value,"To accomplish this test, the Entity configuration of the interested entity is taken, the payload is decoded (Base64 encoding) and the presence of the iat parameter is checked","Trigger To accomplish this test, the Entity configuration of the interested entity is taken, the payload is decoded (Base64 encoding) and the presence of the iat parameter is checked","Compliant if the iat parameter is timestamp, not compliant otherwise",Entity Configuration response,Does entity configuration contain a correct iat parameter,"To accomplish this test, the Entity configuration of the interested entity is taken, the payload is decoded (Base64 encoding) and the presence of the iat parameter is checked",ALL,The iat parameter is required in the Entity Configuration of all the entities,SPID_CIE_OIDC#Entity-Configuration; https://docs.italia.it/italia/spid/spid-cie-oidc-docs/it/versione-corrente/entity_configuration.html#entity-configuration-claim-comuni,OIDC Federation,,,,
ALL-Entity Configuration response-metadata-value,"To accomplish this test, the Entity configuration of the interested entity is taken, the payload is decoded (Base64 encoding) and the presence of the iat parameter is checked","Trigger To accomplish this test, the Entity configuration of the interested entity is taken, the payload is decoded (Base64 encoding) and the presence of the iat parameter is checked","Compliant if the iat parameter is present, not compliant otherwise",Entity Configuration response,Does entity configuration contain the iat parameter,"To accomplish this test, the Entity configuration of the interested entity is taken, the payload is decoded (Base64 encoding) and the presence of the iat parameter is checked",ALL,The iat parameter is required in the Entity Configuration of all the entities,SPID_CIE_OIDC#Entity-Configuration; https://docs.italia.it/italia/spid/spid-cie-oidc-docs/it/versione-corrente/entity_configuration.html#entity-configuration-claim-comuni,OIDC Federation,,,,
ALL-Entity Configuration response-metadata-value,"To accomplish this test, the Entity configuration of the interested entity is taken, the payload is decoded (Base64 encoding) and the presence of the iss parameter is checked","Trigger To accomplish this test, the Entity configuration of the interested entity is taken, the payload is decoded (Base64 encoding) and the presence of the iss parameter is checked","Compliant if the iss parameter is present, not compliant otherwise",Entity Configuration response,Does entity configuration contain the iss parameter,"To accomplish this test, the Entity configuration of the interested entity is taken, the payload is decoded (Base64 encoding) and the presence of the iss parameter is checked",ALL,The iss parameter is required in the Entity Configuration of all the entities,SPID_CIE_OIDC#Entity-Configuration; https://docs.italia.it/italia/spid/spid-cie-oidc-docs/it/versione-corrente/entity_configuration.html#entity-configuration-claim-comuni,OIDC Federation,,,,
ALL-Entity Configuration response-metadata-value,"To accomplish this test, the Entity configuration of the interested entity is taken, the payload is decoded (Base64 encoding) and the presence of the jwks parameter is checked","Trigger To accomplish this test, the Entity configuration of the interested entity is taken, the payload is decoded (Base64 encoding) and the presence of the jwks parameter is checked","Compliant if the jwks parameter is present, not compliant otherwise",Entity Configuration response,Does entity configuration contain the jwks parameter,"To accomplish this test, the Entity configuration of the interested entity is taken, the payload is decoded (Base64 encoding) and the presence of the jwks parameter is checked",ALL,The jwks parameter is required in the Entity Configuration of all the entities,SPID_CIE_OIDC#Entity-Configuration; https://docs.italia.it/italia/spid/spid-cie-oidc-docs/it/versione-corrente/entity_configuration.html#entity-configuration-claim-comuni,OIDC Federation,,,,
ALL-Entity Configuration response-metadata-value,"To accomplish this test, the Entity configuration of the interested entity is taken, the payload is decoded (Base64 encoding) and the presence of the metadata parameter is checked","Trigger To accomplish this test, the Entity configuration of the interested entity is taken, the payload is decoded (Base64 encoding) and the presence of the metadata parameter is checked","Compliant if the metadata parameter is present, not compliant otherwise",Entity Configuration response,Does entity configuration contain the metadata parameter,"To accomplish this test, the Entity configuration of the interested entity is taken, the payload is decoded (Base64 encoding) and the presence of the metadata parameter is checked",ALL,The metadata parameter is required in the Entity Configuration of all the entities,SPID_CIE_OIDC#Entity-Configuration; https://docs.italia.it/italia/spid/spid-cie-oidc-docs/it/versione-corrente/entity_configuration.html#entity-configuration-claim-comuni,OIDC Federation,,,,
ALL-Entity Configuration response-metadata-value,"To accomplish this test, the Entity configuration of the interested entity is taken, the payload is decoded (Base64 encoding) and the presence of the sub parameter is checked","Trigger To accomplish this test, the Entity configuration of the interested entity is taken, the payload is decoded (Base64 encoding) and the presence of the sub parameter is checked","Compliant if the sub parameter is present, not compliant otherwise",Entity Configuration response,Does entity configuration contain the sub parameter,"To accomplish this test, the Entity configuration of the interested entity is taken, the payload is decoded (Base64 encoding) and the presence of the sub parameter is checked",ALL,The sub parameter is required in the Entity Configuration of all the entities,SPID_CIE_OIDC#Entity-Configuration; https://docs.italia.it/italia/spid/spid-cie-oidc-docs/it/versione-corrente/entity_configuration.html#entity-configuration-claim-comuni,OIDC Federation,,,,
OP-Entity Configuration response OP-metadata-value,"To accomplish this test, the Entity configuration of the interested entity is taken, the payload is decoded (Base64 encoding) and the sub parameter is checked. Its value must be equal to the one in the iss parameter","Trigger To accomplish this test, the Entity configuration of the interested entity is taken, the payload is decoded (Base64 encoding) and the sub parameter is checked. Its value must be equal to the one in the iss parameter","Compliant if the sub parameter is equal to the iss claim, not compliant otherwise",Entity Configuration response OP,Does entity configuration OP contain a correct sub parameter,"To accomplish this test, the Entity configuration of the interested entity is taken, the payload is decoded (Base64 encoding) and the sub parameter is checked. Its value must be equal to the one in the iss parameter",OP,The sub parameter is required in the Entity Configuration of all the entities,SPID_CIE_OIDC#Entity-Configuration; https://docs.italia.it/italia/spid/spid-cie-oidc-docs/it/versione-corrente/entity_configuration.html#entity-configuration-claim-comuni,OIDC Federation,,,,
RP-Entity Configuration response RP-metadata-value,"To accomplish this test, the Entity configuration of the interested entity is taken, the payload is decoded (Base64 encoding) and the sub parameter is checked. Its value must be equal to the one in the iss parameter","Trigger To accomplish this test, the Entity configuration of the interested entity is taken, the payload is decoded (Base64 encoding) and the sub parameter is checked. Its value must be equal to the one in the iss parameter","Compliant if the sub parameter is equal to the iss claim, not compliant otherwise",Entity Configuration response RP,Does entity configuration RP contain a correct sub parameter,"To accomplish this test, the Entity configuration of the interested entity is taken, the payload is decoded (Base64 encoding) and the sub parameter is checked. Its value must be equal to the one in the iss parameter",RP,The sub parameter is required in the Entity Configuration of all the entities,SPID_CIE_OIDC#Entity-Configuration; https://docs.italia.it/italia/spid/spid-cie-oidc-docs/it/versione-corrente/entity_configuration.html#entity-configuration-claim-comuni,OIDC Federation,,,,
TA-Entity Configuration response TA-metadata-value,"To accomplish this test, the Entity configuration of the interested entity is taken, the payload is decoded (Base64 encoding) and the sub parameter is checked. Its value must be equal to the one in the iss parameter","Trigger To accomplish this test, the Entity configuration of the interested entity is taken, the payload is decoded (Base64 encoding) and the sub parameter is checked. Its value must be equal to the one in the iss parameter","Compliant if the sub parameter is equal to the iss claim, not compliant otherwise",Entity Configuration response TA,Does entity configuration TA contain a correct sub parameter,"To accomplish this test, the Entity configuration of the interested entity is taken, the payload is decoded (Base64 encoding) and the sub parameter is checked. Its value must be equal to the one in the iss parameter",TA,The sub parameter is required in the Entity Configuration of all the entities,SPID_CIE_OIDC#Entity-Configuration; https://docs.italia.it/italia/spid/spid-cie-oidc-docs/it/versione-corrente/entity_configuration.html#entity-configuration-claim-comuni,OIDC Federation,,,,
SA-Entity Configuration response SA-metadata-value,"To accomplish this test, the Entity configuration of the interested entity is taken, the payload is decoded (Base64 encoding) and the sub parameter is checked. Its value must be equal to the one in the iss parameter","Trigger To accomplish this test, the Entity configuration of the interested entity is taken, the payload is decoded (Base64 encoding) and the sub parameter is checked. Its value must be equal to the one in the iss parameter","Compliant if the sub parameter is equal to the iss claim, not compliant otherwise",Entity Configuration response SA,Does entity configuration SA contain a correct sub parameter,"To accomplish this test, the Entity configuration of the interested entity is taken, the payload is decoded (Base64 encoding) and the sub parameter is checked. Its value must be equal to the one in the iss parameter",SA,The sub parameter is required in the Entity Configuration of all the entities,SPID_CIE_OIDC#Entity-Configuration; https://docs.italia.it/italia/spid/spid-cie-oidc-docs/it/versione-corrente/entity_configuration.html#entity-configuration-claim-comuni,OIDC Federation,,,,
AA-Entity Configuration response AA-metadata-value,"To accomplish this test, the Entity configuration of the interested entity is taken, the payload is decoded (Base64 encoding) and the sub parameter is checked. Its value must be equal to the one in the iss parameter","Trigger To accomplish this test, the Entity configuration of the interested entity is taken, the payload is decoded (Base64 encoding) and the sub parameter is checked. Its value must be equal to the one in the iss parameter","Compliant if the sub parameter is equal to the iss claim, not compliant otherwise",Entity Configuration response AA,Does entity configuration AA contain a correct sub parameter,"To accomplish this test, the Entity configuration of the interested entity is taken, the payload is decoded (Base64 encoding) and the sub parameter is checked. Its value must be equal to the one in the iss parameter",AA,The sub parameter is required in the Entity Configuration of all the entities,SPID_CIE_OIDC#Entity-Configuration; https://docs.italia.it/italia/spid/spid-cie-oidc-docs/it/versione-corrente/entity_configuration.html#entity-configuration-claim-comuni,OIDC Federation,,,,
OP-Entity Configuration response-metadata-value,"To accomplish this test, the Entity configuration of the OP is taken, the payload is decoded (Base64 encoding) and the presence of the authority_hints parameter is checked","Trigger To accomplish this test, the Entity configuration of the OP is taken, the payload is decoded (Base64 encoding) and the presence of the authority_hints parameter is checked","Compliant if the authority_hints parameter is present, not compliant otherwise",Entity Configuration response,Does the OP's entity configuration contain the authority_hints parameter,"To accomplish this test, the Entity configuration of the OP is taken, the payload is decoded (Base64 encoding) and the presence of the authority_hints parameter is checked",OP,Leaf and intermediate entities' Entity Configuration must have the 'authority_hints' and 'trust_marks' parameters,SPID_CIE_OIDC#Entity-Configuration; https://docs.italia.it/italia/spid/spid-cie-oidc-docs/it/versione-corrente/entity_configuration.html#entity-configuration-foglia-e-intermediari,OIDC Federation,,,,
OP-Entity Configuration response-metadata-value,"To accomplish this test, the Entity configuration of the OP is taken, the payload is decoded (Base64 encoding) and the presence of the trust_marks parameter is checked.","Trigger To accomplish this test, the Entity configuration of the OP is taken, the payload is decoded (Base64 encoding) and the presence of the trust_marks parameter is checked.","Compliant if the trust_marks parameter is present, not compliant otherwise",Entity Configuration response,Does the OP's entity configuration contain the trust_marks parameter,"To accomplish this test, the Entity configuration of the OP is taken, the payload is decoded (Base64 encoding) and the presence of the trust_marks parameter is checked.",OP,Leaf and intermediate entities' Entity Configuration must have the 'authority_hints' and 'trust_marks' parameters,SPID_CIE_OIDC#Entity-Configuration; https://docs.italia.it/italia/spid/spid-cie-oidc-docs/it/versione-corrente/entity_configuration.html#entity-configuration-foglia-e-intermediari,OIDC Federation,,,,
OP-Token response-metadata-value,"The Access Token is taken from the Token Response and the presence of the 'kid' parameter in the Header is checked. If it is not present, than the Access Token is not compliant.","Trigger The Access Token is taken from the Token Response and the presence of the 'kid' parameter in the Header is checked. If it is not present, than the Access Token is not compliant.","Compliant if the JWT Access Token Header has the kid parameter, not Compliant otherwise",Token response,Does the issued JWT Access Token contain the 'kid' parameter in the Header,"The Access Token is taken from the Token Response and the presence of the 'kid' parameter in the Header is checked. If it is not present, than the Access Token is not compliant.",OP,The JWT Access Token Header requires the kid parameter,SPID_CIE_OIDC#Token-Endpoint-Access-Token; https://docs.italia.it/italia/spid/spid-cie-oidc-docs/it/versione-corrente/token_endpoint.html#access-token,OIDC Core,,,Not present in the description but present in the example,
OP-Token response-metadata-value,The Access Token present in the Token response is analyzed and the presence of the 'typ' parameter in the header is checked.,Trigger The Access Token present in the Token response is analyzed and the presence of the 'typ' parameter in the header is checked.,"Compliant if the JWT Access Token Header has the typ parameter, not Compliant otherwise",Token response,Does the issued JWT Access Token contain the 'typ' parameter in the Header,The Access Token present in the Token response is analyzed and the presence of the 'typ' parameter in the header is checked.,OP,The JWT Access Token Header requires the typ parameter and it must be set to 'at+jwt',SPID_CIE_OIDC#Token-Endpoint-Access-Token; https://docs.italia.it/italia/spid/spid-cie-oidc-docs/it/versione-corrente/token_endpoint.html#access-token,OIDC Core,,,Not present in the description but present in the example,
